N1,극성,내용
2,2,백신맞고안맞고는자유   맞아도돌파간염되는데   목숨걸고백신맞았다는내용도웃김 나도 차까지맞았는데   이럭표현하기도싫다
22,2,백신은 본인을 위해서 맞는것임  남을위해 맞는게 아님 왜? 백신맞아도 코로나는 걸리니깐  코로나 걸려도 심하게 오지 말라고 맞는것임 그러니 백신으로 차별하면 안되요  백신맞고 죽으면 책임 안질꺼면 강요 하지 맙시다 
23,0,백신맞고죽은사람이더많으니까문제지
24,2,접종을 하던 말던 개인의 자유인데 목숨 걸고 안 맞는 것도 본인 책임이지 뭐 
25,0,백신안맞는다고 사람들피해주는건없잖아 자기가걸려서 더아푸겠다는데 왜 난리들인지
21,0,안맞을권리도 있음 안맞은사람들 무슨 벌레 기생충 취급하는데 국가가 이걸 조장하고있으니 쯧쯧
27,2,백신은 자율입니다        그대들이 비난할일이 아닙니다   
28,0,난 사정상  차를 맞았지만 타인에게 백신을 강제해서는 안된다  살기위해 맞는건데 목숨걸고 맞아야하는가? 여전히 의문이다 부스트샷은 엄두가 안난다
29,2,백신은 개인의 선택                  목숨이 왔다 갔다 하는데 강제 할 수 없지
31,2,이 기사자체의 제목도 잘못됐다 미접종이 잘못은 아니다 
30,0,백신 강요자들 물백신 맞고 백신 맞았다고 무적인것마냥 마스크 벗고 술집  음식점 이리저리 돌아다니니 백신 안맞은 사람들이 피해보는거다  전국민 백신 안맞았을때보다 현재 백신 맞을 사람들 다 맞고도 확진자 더 늘어난건 어떻게 설명할꺼냐            미백신자들은 자기가 백신 안맞은거에 대해 더 조심하려고 하지  백신 맞은사람들이 더 활개치고 다니는거 주변에 안보이나?
32,0,백신 맞지 않는걸 왜 뭐라하는지     그럼 죽으면  부작용 생기면 그땐 백신맞으라고 말한 사람들 뭐라말할까? 책임질거 아님 이래라 저래라 하지 않는게 맞는것 같음  그리고 백신을 안맞는 이유가 뭔지 생각해야하는거 아님? 저렇게 부작용이 있고 인과성은 안밝혀주니 안맞는거 아님? 백신 맞은 사람도 걸리는데 그럼 안맞는 사람이 문제인건지   
33,0,백신을 다른 사람을 위해서 맞아야 하는 것처럼 선동하는 거    하지마라     정말 역겹다   나 자신을 위해서 맞으라고 하면 안맞을거 같으니까    다른 사람을 위해서 맞아야 하는 것처럼 국민의 마음을 이용해서 선동정치 하는 거     정말 아닌거 같다   백신 맞을 권리도 국가 가 갖고 있다면 도대체 국민들은 무슨 권리가 있는 건지   
34,0,백신 안맞았다고 죄인취급? 본인이 내키지 않으면 강요할수 없는것  본인 판단에 맡기는거다  기사제목 참 그러네 
35,2,어느 순간부터 백신을 맞은 사람들과 맞지 않은 사람들과의 싸움이 되버렸다  백신을 왜 맞아야 하는가  백신임에도 맞지 않는 이유부터 생각해야 되겠지만 언제부턴가 우리나라는 갈라치기 싸움판이 되었다  그럴 때마다 누가 이득을 보는지는 각자가 잘 판단   
31,2,저는 백신을맞은사람이긴하지만 백신은 선택이지  의무가아니지않나요?왜안맞았다고욕을먹어야하는거죠?부작용에 대한 두려움이라던지 백신맞는다고 코로나 안걸리는것도아니구요  이해할수없네요
37,0,애가 다섯인데 왜 안맞녜  참 기래기하고는    애가 다섯이나 있는 가장이니 안맞을만 하구만 저 부작용천지에 사람 죽어나가는걸 왜맞나?
38,2,완벽한 백신은 만드는데  년에서   년 걸린데요 백신을 기피한거라기 보다는 완벽하지 않은 백신을 기피한게 맞다고 봅니다 비난거리는 아니란 말이죠 참고로 저는 얀센맞고 곧 부스터샷 접종 예정입니다
39,0,미친   자율적으로 운영되는거 모르냐?? 맞든 안맞든 뭔 상관인데   
41,0, 부작용은 있을 수 있으나 그래도 백신은 맞아야지   라고 하는 사람 많은데 좀 무식한 생각 아닌가?그래도라고 하면 백신이 예방효과는 확실하다는 전제가 깔려야한다  지금처럼 돌파감염이 빈번하고 충분한 임상없이 내놓았다는 것은 백신이 백신의 역할을 제대로 못할 수 있다는건데  냉정하게 재검토 해봐야한다 
40,2,맞기 싫으면 안맞는거지 논란은 개뿔  
42,1,백신 안맞을수 있지 근데 괜히 걸리고 여기저기 싸돌아다니지 말고 집에 박혀있어
43,0,백신을 필요에 의해 어쩔수 없이 맞은거지 원해서 맞은게 아님  부스터샷 안맞고 싶음  안 맞는 사람들에게 무임승차니 뭐니 하지 말자  안맞을 자유가 있다  맞아도 부작용 과 돌파감염이 속출하는데 
44,2,백신은 선택입니다 
45,2,아들   가족들 생각해서 맞았는데  죽으면 남은 가족들은 우얄라고? 백신은 필수가 아닙니드 개인의선택이예요  강요하지마세요
41,2,백신 맞는거에 왜 책임을 운운 하는건지   방역 수칙을 잘 지키면 되는데  당신들이 책임 운운하고 등 떠 밀어서 접종하게 되었다고 가정하자  그러면 심각한 부작용이 생기거나 사망하게 되면  운이 없었네  라고 할 거 잖아 백신 맞고 안맞고는 개인의 자유야 비난 할 일이 아니라는거야 그에 대한 의무를 다 하면 되는거고 방역의 의무를 져버렸을 때 비난하는게 옳은 거 라고
47,2,결혼식 엉망된거 이해한다 근데 백신 미접종은 자유다  임창정이 운이 없었던것 백신 맞아도 코로나 걸리는 판국에 무슨 이런걸 갖고 떠들고 있냐
48,2,맞은사람은 맞은사람대로   안맞은사람은 안맞은사람대로  자유아님?
49,0,사회구성원들을 생각하면 맞아야한다는둥 그딴 헛소리하는 인간들 주변에 있으면 손절해라  자기몸은 자기가 잘아는거고 거부감들면 안맞는게 맞지  안맞았다고 도대체 무슨 피해를 준건데? 이딴일에는 왜이렇게 관심이 많어? 할일이 그렇게 없나  자기 주관대로 살아라  생업을 이어가는데 백신 때문에 눈치보이면 어쩔수없지만 그것도 본인 선택이다
51,0,백신맞으면 안걸리냐   ?돌대가리들아
50,0,은연중에 백신미접종자는 범죄인같은 취급  어디서 백신얘기나오면 숨어있어야하는 분위기조성  이건 아니지않냐?
52,0,제발 단톡이나 카톡 프사에 백신접종 완료 자랑질좀 하지마 역겨워
53,2,백신은 개인의 자유고 선택인데 그걸갖고 이리저리 조장하고 이간질하는 꼬라지 에휴    말로는 잘못되면 책임지겠다고 하고 막상 잘못되면 죄다 인과성없다는데 누가 믿고 맞겠냐
54,0,목숨을 내놓고 왜맞냐? 무뇌 인증하냐? 그리고 지가 활동하는데 제약있어서 불편해서 맞아놓고 무슨? 동물실험통과도 못한거 맞는게 비정상적인 사고를 가진거다  자랑할걸 자랑해라   
55,0,근데 백신 미접종자가 접종자보다 백신을 더 잘 옮기다는 연구결과가 있나? 코로나감염 혹은 돌파감염 걸렸을때 중증까지 덜 가니까 백신맞는거잖아   백신이 만능도 아니고  맞았다고 코로나 안걸리는것도 아니고   어차피 코로나야 백신맞고 마스크잘쓰고 다녀도 재수없음 걸릴 수 있는건데 코로나 확진자랑 같은공간에 있었어도 백신 맞았으니 중증까진 안가겠지 하고 안도하면 되지 뭐 마치 백신 미접종자가 다 전파를 할것처럼 생각들을 하냐   접종자와 미접종자가 둘다 코로나걸렸을때 미접종자는 금방낫고  돌파감염된 접종자가 정작 죽을수도 있다
51,0,정작 코로나에 걸린 임창정씨 건강에 대한 염려는 뒷전이네요  별로 안 아프고 넘어갈 거라는 전제가 모두에게 깔려있다는 것이죠  그런데 뭐하러 목숨걸고 백신을 맞아야할까요  차분히 생각하면 참 이상한 백신 강요 
57,0,난 목숨걸고 맞아야 하는게 웃기다
58,0,백신 맞으면 감염 전염 안되냐? 비난할 껄 비난해야지    하루     명 감염자중 돌파감염자가 대부분인데 아직도 저따위로 말하는 족속들이 있다니    한심하다 
59,2,단순히 백신접종을 안했다고 비난하는게 아니잖아요백신을 접종은 개인의 선택이라고 생각합니다 안맞을수도 있고  여러가지 이유로 못맞을 수도 있겠죠하지만 공인으로서 스스로 활동에 제약을 둬야죠마스크를 쓰지않는 촬영이나  축가 등은 하지말았어야죠백신접종유무를 본인이 선택했으니 행동도 그에 맞게마스크 제대로 쓰고 되도록 여러사람들과 접촉을 줄는등다른사람에 대한 배려를 해야죠  
11,0,이런 기사 정말 불편하네요  저도 목숨내놓고  차까지 맞았지만 맞으면서 유서라도 써놔야하나  내가 죽으면 우리애들들은 어떻게해야하나 걱정이 이만저만아니었네요  제 주변에 알러지잇는분들은 안맞은 사람도 많아요   강요하지맙시다  정부에사 책임져주지도읺으면서 
10,0,그래서 어쩌라고 무식하니까 목숨걸고 맞았지 백신 공부한사람들은 안맞았다
12,0,백신맞으면 안걸리고 전파도 안하나?헐   맞아도 걸리는데 전파하는것도 같은데  무슨 안맞은사람으로 인한 전파보상?개소리하네  그럼 돌파감염으로 인한 전파도 보상해라    룰렛같은 백신맞고 안죽고 병 안생김 다행인 백신    
13,0,꼭 백신 맞아야한다는 사람 제발 맞고 부작용 겪고 정신 차렸음 좋것네    지들은 백신을 목숨을 걸고 맞앗는데 남들은 왜 안 맞앗냐 남 탓하고    그럴거면 맞지를 말던가    남을 위해 백신을 맞앗다는 개소리는 하지마시고   
14,0,사람 목숨이 게임에서 죽으면 다시 부활하는 것도 아니고 중간 저장해놓는 것도 아닌데 단 하나의 소중한 목숨인데 지들 괜찮았다고 미접종자들한테 맞으라 강요하지 마세요 맞은 분들 지금은 무사통과 하셨어도 부스터샷 맞다 운이 안 좋음 거기서 운명하는 겁니다 백신 안 맞은 미접종자 분들 오히려 더 내 몸 생각해서 조심히 행동하고 사람 많은 곳 안 돌아다녀요 
15,2,각자선택하는거지 여기가 부칸이냐?민주주의 외치면서 하는짓은 공산당이네 
11,2,백신접종은 자유인데   정부가 또 갈라치기해서   참 진짜 이번 정부는 악마같다
17,2,백신맞았다고 감염안되는 거 아니고 안맞았다고 감염되는 거 아니라는건 현재 어마어마하게 많은 사례를 통해증명된건데 왜 맞고 안맞고를 두고 갑론을박하는지   본인 선택이고 감염된 사람이 본인의 특정한 잘못에 의해 감염된것이 아니듯 어떤것도 본인의 잘못이 아니다  본인에게 맡기면 될일
18,0,아니 미접종이 왜 논란이야? 미접종이 범죄인가요? 미접종이 전파하나요? 과학연구 한거에요? 연관성 증명된거에요?
19,0,백신에 대한 음모론을 믿고 있나 보지요  저는 그럴가능성 때문에 맞지 않습니다     부작용 없다고 하지만      변이가 일어나는 바이러스      의구심을 지울수가 없네요       이런 사람이 있는데 그는 병역기피자로 보이는 사람도 있다고 하네요      아직 결론난 바 없읍니다  조금더 데이터가 싸여야 합니다  아니면 최소한 이런 문제에 대하여 공론화가 되어서 이론의 여지없이 명쾌이 토론이 끝나던가     그게 없는 이유는? 아직도 전문가도 모르는게 많기 때문이죠  그냥 몰라요  지금은     
71,0,제발    백신 맞든 안맞든 코로나는 걸린다   맞았다고 안걸리는거 아니고 안맞았다고 걸리는거 아니라고
70,0,알마전에 백신부작용으로 젊은 남자 한분이 사지가 마비된 사연이 방송에 나왔다 얼마전 까지만해도 건강하고 지병없이 사회활동을 활발히 했던 분인대 백신맞고   시간뒤 오바이트하고 그다음날 부터 하체 마비까지 왔단다 병원에서는 백신부작용이 있다고했는대 정부에서는 백신과 인관계가 없다고 한단다 하나밖에 없는 아들이 하루 아침에 불구자가 되어있는 모습을 본 부모들은 피눈물을 흘리고 있다백신 목숨걸고 맞는것 맞다  나도 그랬다  차때    불렀음 내 목숨 중요하면 다른 사람들 목숨도 중요 하다 자유 의지에 맞겨라
72,2,백신을 맞고 인맞고는 자신의 의지이다  집안마다 가족력이라는게 있고 본인이 주의하고 마르크스고 걸리면 자신의 목숨과 바꾸는 백신인데     왜 안 맞게는가? 너무들 나대지 마라   임창정의 삶에 대해 왜   가타부타 하는가?     전부 백신 맞춘다는게 가능한가? 공인이라고 너무    갈구지마라
73,1,사람을 안 만남면 맞든지 말든지 그렇지만 사람을 많이 만나는 사람은 반드시 맞아야 한다
74,1,많은 사람을 수시로 접하는 직종인 연예인은 백신은 의무이자 필수이다 젓도 모르는 모지리들이 선택적인 사항이라고 주댕이 놀리는데 일본 아베의 명을 받은 일본산 원숭이들이냐
75,2,백신을 맞든 안맞든 자유인데  백신 맞은 사람들에게 좀 혜택이 없는것 같아요  분명 다들 목숨 걸고 맞으신건데요  본인 좋자고 맞으신 분들 없어요  주위나 가족들 생각해서 맞은거지 
71,0,백신 안맞은게 왜 논란 거리지? 내가 안 맞겠다는데 왜 지들이 난리야?
77,0,백신 안맞은게 범법행위야? 왜케 언론에서 마녀사냥 하냐   백신맞고 죽은사람이 한둘이 아닌데 목숨걸고 맞았다고 하면 안되? 이것도 신성모독이야?뭐야?
78,2,백신을 맞고 사망자가 한 명도 안 나왔으면 당연히 안심하고 맞겠지요  임창정의 경우 자식이 다섯이나 되는데 입장 바꿔 생각하면 선뜻 맞을 수 있겠습니까? 백신 맞고 돌아가신 분들 어느 한 분이라도 죽을 수도 있다고 생각하고 맞았겠습니까? 난 괜찮겠지 라고 생각하고 맞았다가 느닷없이 저 세상으로 가신 거지요  살려고 맞았는데 죽음으로 몰고 간 백신  이보다 억울한 죽음이 어디 있겠습니까  백신 부정하는 분들  옹호하는 분들 모두 타인을 비방할 필요 없습니다  맞든 안 맞든 각자가 할 일입니다 
79,1,개인의 선택도 틀린말은 아니지만 맞은 사람들은 걱정이 없었겠냐? 자신도 자신이지만 서로를 위해서 부작용 위험성을 알고 맞는건데 개인의 선택이라며 안맞는 사람들이 유별나게 이기적인건 맞다고본다 
81,1,백신 안맞은 것이 맞은것보다 잘한짓은 아니잖아
80,2,미접종은 자유지만 남에게 피해는 주지마라 
82,2,백신은 남을 위해서가 아니라 자기 자신을 위해 맞는 거니까 안 맞는 게 이기적인 행위라고 할 수 없다
83,2,백신은  본인 이 알아서 하는거다       
84,0,백신 차완료자들 돌파간염보면모르나 백신의미있나
85,2,자유지    그거 가지고 며라하면 안되지죽으면 다 쫑인데
81,0,강요하지마라 이상생기면 니들이 책임질거냐
87,2,맞던 말던 자유아닌가     내 목숨 걸고 맞는건데    지금도 내 아는 사람은  차백신맞고   도 열나서 고생중인데  방역수칙만 잘 지키면 되는건데 이게 논란이라니   
88,0,목숨걸고 맞는게 백신이냐?? 이미 그건 백신이 아니라  독약이다  
89,0,백신 맞는다고 코로나 안걸리냐? 목숨걸고 왜 맞어??
91,2,개인의 자유다 안맞았다고 욕하는 놈들이 코로나 걸려서 머리 이상있는거 아닌지
90,0,미국 의사들 백신 대부분 안맞는다  왜일까? 아무 의심없이 제대로 공부도 안해보고 남이 맞으니까 정부에서 맞으라고 하니까 생각없이 무작정 맞는 사람  직장에서 강요해서 어쩔수없이 맞은 사람들이 대부분이다 
92,0,목숨걸고 백신을 맞으라 강요하는 사회가 비정상적인겁니다 
93,0,백신맞아도 코로나 걸리는상황에  백신접종자끼리도 전파가 가능하단 소린데 애초에 미접종자를 이기적이라며 내리까고 치료비 책임전가를 운운하는지 모르겠네요  백신접종자에게 코로나 감염됐으면 자연재해고  미접종자에게 감염되면 사회악입니까?
94,0,개인의자유지 강제성줘도되는거임? 죽으면 책임질것도아니면서말이많어할튼
95,0,자기도 목숨 내놓고 맞았으니까 너도 맞아라? 이게 무슨 카미카제식 전체주의 사고인가? 자기도 죽을수 있다는 걸 알고 맞은 거니까 너도 죽을 각오하고 일단 맞으라 비난하는 거잖아?
91,0,목숨 내놓을 정도면 안맞아야지 기껏 방송 못나가느니 죽는쪽을 택했다는것인가? 방송 못한다고 굶어죽길하나 밥굶으면 나라에서 지원도 해줘 다음 접종땐 사는쪽을 택하길
97,2,편가르기 하는 사람이 제일 싫다  상대방의 의견 선택도 존중해주자 
98,0,나는 목숨 내놓고 백신 맞지 않겠다  맞는것도 자유고 거부하는 것도 자유다  맞은이들은 안맞은이들에게 뭐라 할 필요 없다  중국에 침묵하고 우한폐렴이란 말도 못하는 비겁한 연예인들은 그냥 중국에 가라
99,2,대한민국이 인민공화국이냐  백신 맞고 안맞고는 본인의 선택이고 이유가 있는것인데  개인의사에 상관없이 정부의 말에 무조건적으로 따라야한다고? 백신맞고 사망한 사람들  후유증으로 고생하는 사람들에 대해 기저질환자로 몰아가면서 정부방침이라고 강제 접종을 해야한다고  갈수록     
11,0,왜 백신을 목숨 내놓고 맞나요? 목숨이 장난인교  백신 맞는다고 코로나 안걸리는것도아니고 돌파안되는것도 아니고 중증 안되는것도 아니고    복불복인건 똑같네       백신 안맞은 사람 탓 하지맙시다 
2221-21-21,2,맞고 안맞고 알아서 할 문제  목숨이 위태로워 보이면 맞지 말지  맞았으니 어쩌라는 건가  자신을 위해서 맞았으면서 누가 강제한거 마냥 어의 없음  그리고 안맞았으면 알아서 사람들 모이는 장소에 가지 말자 
12,0,백신맞고 죽으면 누가 책임져?강제 접종이 웃긴거지
13,0,나도 안맞음  앞으로도 접종 계획 없다  백신 미접종이 무슨 죄지은거마냥 떠들어대는꼴이라니   
14,0,죽어도 아무도 책임져주지않는 말그대로 목숨내놓고 맞는거다
15,2,백신 접종은 개인 선택이다  왜 안 맞았냐고   을 하는 것들    만약 접종했다가 문제 생기면 니들이 책임질 거냐?
11,0,얘가 다섯이니까 백신을 안 맞아야지  맞고 죽으면 누가 책임질 ?? 그리고 이 아재는 쌓아놓은 돈으로 치료제로 회복하면됨   백신이 의무는 아니다 선택에 뭐라마라  병걸리면 치료제가 더 안전해 보이는구만 
17,2,백신 접종은 자유입니다  맞으나 안맞으나 감염율과 중증도도 비슷합니다  결과적으로 효과가 없습니다  글 내리세요                                        ?                                                                                                                                                                                           
18,0,얼마전 뉴스나왔던 화이자 내부고발 소리소문도 없이 잠잠해졌네 항체생성 실체도 없는 백신 변이는 못 막는 백신 왜 꾸역꾸역 맞으라고 하는지 친분있는 의사들도 맞지말라던데
19,0,임창정님 백신 안맞길 잘하셨어요 그저께 기사 나왓쟎아요 임상시험이라고요
2221-2201,2,접종이야 자유지 뭐  근데 지금쯤이면 바빠서라기보단 백신 접종에 반대쪽인듯  바빠도 맞을거였음 진작 맞았겠지 뭔 핑계를 
2222-21-21,0,백신 안 맞은 게 왜 문제인지 모르겠네     백신 맞아도 어차피 코로나 걸리는데      백신맞았었더라면  임창정 돌파감염 으로 뉴스에 떴겠죸 
2221-2202,2,전체주의가 스며든다   난 모더나  차까지 다 맞았다만 미접종자에게 강요할생각 없고 나에게 그럴 권리도 없습니다  누군가에게 백신접종을 강요 강제 하지 맙시다 
2221-2203,2,백신은 개인의 자유 맞고나서 죽으면 국가가 책임져주나
2221-2204,0,백신 맞아도 걸려   
2221-2205,0,백신을 안맞아서 피해를 줄수있으니 집에만 있으라는건 말이 안된다  그럼 백신을 맞았으면 피해를 안주는건가? 그건 또 아님  백신을 안맞아서 코로나 걸리면 자신이 위험하니 스스로 조심하는거면 몰라도 백신맞은 사람들한테 피해줄까봐 조심해야한다니   그렇게 무서우면 백신 왜 맞은건데? 뭐 접종자들끼리 있으면 코로나 안걸리는줄 아는거임? 위드코로나 시행하고 감염자가 몇명이며 돌파감염이 몇명인데   
2221-2201,2,백신접종은 개인의 선택이다  안 맞은 사람은 마스크 잘 쓰고 다니면 되는거다 
2221-2207,2,민폐하객이였다는것도 맞고 백신 미접종이라면 다른사람들을 위해서 그런장소에서는 더 조심하는게 맞지만    안맞아서 논란? 이건 아니지요  마녀사냥 안됩니다 
2221-2208,1,솔직히 아무리 백신 두렵다 하더라도   그래도 형식상 백신은 맞아야지그것도 공인이면 말이다이런 사소한게어떻게 생각하면 자영업 하는사람이라면 배려하는거라
2221-2209,0,백신 차  차 맞고    증 명은 부작용으로 사망하는데 무서워서 어디맞겠냐고
1,2,접종은 자유      
2221-21-22,2,간단하다 맞고 안맞고는 개인의 자유인건 맞다 대신 사람 모이는곳은 절대 안가는것도 자유에 대한 의무인것도 맞는건데 책임은 안지면서 자유만 강조하는 쓰레기 같은 사회 만들지는 말자
2,2,이게 왜 논란인건지  그냥 본인 결정에 따라 안 맞고 조심하면서 지낸건데  그냥 감염된 게 안타까운 거지  건강하게 돌아 오세요 
3,0,누군맞고싶어서맞나요 맞는사람도많고안맞으면남한테피해줄까바어쩔수없이맞는거죠
4,0,나도 안맞았다  내맘이다 
5,2,백신접종은 개인의 선택이다  감놔라 배놔라 하지마라     
1,0,백신 무조건 맞으라고 하는 애들아  백신 성분 조사좀 해보지 그래? 백신에 꼭 필요한게 있으면 상관없지만  불필요한게 왜 있냐고  게다가 고위층  백신 사장들은 안맞았어  왜 안맞을까 생각 안하냐? 동물이 아닌이상 왜 그런지 금방 아는거다 
7,0,백신 맞고 잘못되면 누가 책임지는데   
8,0,백신맞아도 돌파감염이 유행인데??? 백신맞았다고 코로나 안걸리는것도아닌데??
9,0,난 임창정 판단을 존중한다  나도 억지로 맞았거든  부작용도 심하고 항체 생길지도 모르고 항체생겨도 안걸리는게 아니라서 
31,2,백신은  본인의  선택이다 연예인은 목숨이  개인가?
2221-21-23,0,백신이 믿을만해야 접종하지 효과도 이미 임상논란으로 뻥튀기 된게 알려졌고 모더나 화이자 직원들도 접종안하는걸 왜 접종해?백신 면책자 명단보면 직원 접종 안해도 되더만 이제 알약도 출시되고 안전성 입증된 노바나오면 생각 해봐야겠다 올해는 독감 폐구균 접종으로 마무리
32,0,모더나  차 까지 맞았음 미접종자들 선택 존중하며 그들을 차별하는것에 반대함  까놓고 백신맞았다가 재수없게 중증가면 책임질거냐? 중증환자 인과성 운운하며 나몰라라하고있으면서 무슨 백신을 맞으라고
33,0,아니 동의성받고 인과성 인정 회피하는데 목숨걸고 굳이 맞아야하나    내머리론 도대체 이해가안된다 이상하네
34,0,백신 안 맞았다고 욕할 이유가 전혀 없는거 같은데  딱 하나  확진 되서 세금으로 치료 받는거       그거 개인 청구 하면 되는거지 백신 안 맞은걸 욕할 이유가      
35,0,백신접종이 무슨  꼭해야되냐?? 하기싫으면 안맞는거지 맞고 뒤지면 누가 책임저 주냐??? 돌파 감염이 전체 확진자의   퍼센트라는데 맞아도 의미 없는 백신갖고 왜 난리
31,0,백신맞고 몇달후에도 사망한다고 매일 기사 나오는데 겁나서 누가 맞겠나 백신이 백프로 안전하다고 입증하면 그때 이야기해라 여기가 무슨 좌파공산국가인가?
37,0,헐  백신맞고 코로나 걸려도 되고 안맞고 걸리면 욕 얻어먹어야 되나? 백신은 선택사항 아닌가? 목숨을 담보로 확률게임에 뛰어든다면 오징어 게임과 다를게 무엇인가  
38,0,맞고 안맞고는 자유 아님 ? 나는 천식땜에 겁나서 백신 안맞고 있는데 ??
39,0,도대체 목숨내놓고 맞아야하는걸 왜 강요하냐?
41,0,백신접종은 개인의자유인데 왜들 난리야?? 솔찍히  차 맞아야하는데  차때 너무 고생해서 아직 고민중이다   백신 안맞았다고 비난하지맙시다  
2221-21-24,0,모더나  차 맞고  주일 움직이지도 못하고 쓰러져 있었고 지금도 통증에 시달리다 보니 부스터는 절대로 안맞을거다  모더나  차맞고도  일 고생했는데 다들 그정도 부작용은 있다고 하기에 그러려니 하고  차 맞았는데 죽을수도 있다는 공포를  주일간 몇번이나 경험했음
42,2,백신을 맞던 안맞던  자유 아닌가? 미접종자분들도 다 이유가 있을테고  미접정했다고 마녀사냥하는게 더 이상하지 않나??
43,2,백신접종은 개인의 선택이다  백신 맞은 사람도 코로나 걸리고 백신 안 맞은 사람이 코로나에 안 걸리기도 한다  백신은 말 그대로 예방이지 슈퍼패스가 아니다  게다가 코로나 백신으로 죽은 사람이 코로나로 죽은 사람보다 많다더라    이것에 대해서는 입도 뻥긋 안 하는 정부를 뭘 믿고 백신을 맞으라 강요하는가?
44,0,백신  차 맞고 부작용을  일동안 겪어보니   누구나 부작용으로 돌연사 할수 있다는 걸   실감했음 
45,0,나도  차 맞고 알러지가 발견되서 의사가 아낙필라시스 올 수 있으니  차는 본인이 선택하라했다  그런데 고민하다가  차 맞았다  그리고 현재 쇼크용 주사기 갖고 다닌다  참 별짓을 다해본다   다들 입장이 있을거라 생각한다  그러나 모두들 여러 상황을 고려하고 선택하길 바랍니다  그러나 정말 근거 없는 가짜뉴스로 본인을 가두지 마세요  저는 아직  차 접종 후 쇼크는 온적 없지만 한동안 조심해야한다니   한동안 그렇게 살아야겠죠  그런데 괜찮아요  접종으로 할 수 있는 것이 더 많아졌으니깐     
41,0,백신 의무화처럼 말하네들?
47,0,백신부작용에 대해  심지어 사망자들 속출하고 있건만  자신이 책임질 것도 아니면서  나라에서도 맞으라고만 하지 죽어도 나몰라라 하는데  계속 손가락질 하고 강요하는건 무슨 심보인지 
48,2,다시 말하지만  백신은 현재 자유입니다  강제성이 없습니다  백신접종후 사망하거나  장애가 생겨도 본인책임이고  비접종으로 불편한 차별을 겪어도 본인이 선택한겁니다  지금상황에서 봤듯이 정부가 책임지는 경우는 극악의 확률입니다  모든 결과의 책임은 본인선택입니다 
49,1,너만맞았냐? 나도맞았다 니목숨은 대단하고 내목숨은하찮냐
51,0,근데 백신을 맞아야 코로나에 걸리지 않는다?그럼 안 맞은 사람이 걸리든 말든 내가 맞았으면 코로나에 안걸려야한드는거 아닌가?근데 왜 돌파 감염이니 뭐니 나올까? 백신은 코로나에 안 걸릴려고 맞는게 아니고 걸려도 안 죽을려고 맞는거 아닌가?그러니 남이 맞든 말든 그건 본인 자유고 안맞았다 하더라도 안맞았기 때문에 다른사람에게 전염시킨다? 이건 아니지   돌파 감염이 이렇게나 나오는데 백신맞아도 전염은 된다고 봐야지 그리고 중증으로 가지 않아야 하는거고 맞아서 죽으면? 그건 남에게 전염시키기 않기 위해 장렬히 전사한 영웅인가?
2221-21-25,0,백신이 만들어지는데 안정성확보까지 얼마나걸릴거라생각하나? 아니 무슨 코로나생긴지  년?남짓인데 백신이 나와서 그걸맞으면안걸리고 안맞으면 걸린다니   백신부작용에 접종자돌파감염이 얼마나많은데 백신안맞아서 그게논란이 된다는건지 이해가안감  연예인이기전에  아이의 아빠고 가장이다  백신가볍게 맞고말고 할일이 아니라고  백신맞았어도 그게 효과가 몇퍼센트나있다고 누가확신할수있는데?? 다들 제발 그만좀해라 
52,2,백신을 맞고 안 맞고는 개인의 자유가 맞지 그런데 그런 사람이 사람이 많은 결혼식장  대중이 이용하는 공항  비행기 그리고 유튜브 골프채널도 운영하며 촬영팀과 골프장등 휘젖고 다니더만 이건 임창정이 스스로 조심해야 할 당연한 처사지 지금 코로나 획진으로 접촉한 사람들 다 피해봤을거아냐 가족까지도 검사하고 백신을 맞고 안 맞고가 문제가 아니라 스스로 조심해아 햔부분을 망각 했다는 그게 문제라는거지
53,2,대부분 강예빈처럼 사회생활 하느라 어쩔 수 없어서 맞는거지 좋아서 맞는 사람 누가 있겠어       맞기 싫은 사람은 감수하고 안 맞는거고         강요하는건 아닌듯 안맞은 사람들은 타인에게 더 조심해야되고
54,0,백신맞고 코로나 안걸리냐???백신 안맞더라도 방역수치 잘지키면 되지 물론 본인은 회사때문에 반강제로 맞음 백신을 강요 할 필요는 없다고 봄 
55,2,백신이 의무  아니잖냐 선택권인데 왜 여론몰이하냐
51,0,목숨 내놓고 맞았으면 어쩌라고?? 백신 맞은게 벼슬이냐? 완장이야?
57,2,연예인을떠나서 국민으로써 백신접종은 자유입니다 강요해서는안됨     만약 잘못되면 책임지나요? 해라마라 강요는하지마세요
58,0,똥백신인 거 알고도 맞으란 말이냐? 개인의 선택이지  강제하지 마라  멋도 모르고 백신 맞았다가 후회하는 사람 많다 
59,0,백신맞고 석연치 않게 급사한 사례가 현재 신고건수만    건이 넘었다는 기사를 봤음  지금은         건 정도겠지? 나도  차 완료는 했지만 부스터샷은 도저히 못맞겠다  내가 노인도 아니고 지병도 없고 정말 재수없어서 코로나 걸려도 감기처럼 지나갈 병인데 그걸 방지하려고 부스터샷까지 맞아가면서 목숨을 걸어야 하나? 코로나 걸려서 죽은 청년이랑 백신맞아서 죽은 청년중에 어떤쪽이 더 숫자가 많은지만 봐도 바로 답이 나오는구만 
11,2,나라에 또라이들이 가득하다  백신 접종은 자유지 의무가 아니다 헛소리 작작해라
